condition,repeat,groups,rank_difficulty_abs_mean,rank_difficulty_abs_max,mean_difficulty_abs_mean,bin_match_fraction,same_source_observer_fraction
unrestricted_common,0,474,0.4753503545762449,3.035072326660156,0.4290349742950434,0.6547116736990154,0.007804878048780488
unrestricted_common,1,474,0.4637127935131894,2.975696563720703,0.41767096476715826,0.6659634317862165,0.014634146341463415
unrestricted_common,2,474,0.4682077488651088,2.40266215801239,0.4278211199533084,0.6705344585091422,0.010731707317073172
unrestricted_common,3,474,0.473379309921828,2.976324439048767,0.4258074937574304,0.6821378340365682,0.010731707317073172
unrestricted_common,4,474,0.4806852351931748,2.766693949699402,0.43267957881700814,0.6627988748241912,0.006829268292682927
unrestricted_common,5,474,0.45810448057037867,2.3439565896987915,0.41166879797954264,0.6828410689170182,0.012682926829268294
unrestricted_common,6,474,0.47013413196877585,2.900950193405152,0.42535431855338535,0.6694796061884669,0.011707317073170732
unrestricted_common,7,474,0.4556039075308208,3.070184588432312,0.4107051935796161,0.6810829817158931,0.00878048780487805
unrestricted_common,8,474,0.4761760135910849,2.99515700340271,0.4269616211097787,0.6627988748241912,0.012682926829268294
unrestricted_common,9,474,0.4696405052132747,3.14469838142395,0.41443401480358194,0.6680731364275667,0.010731707317073172
unrestricted_common,10,474,0.4651884560511249,2.7255033254623413,0.4206565999699712,0.6747538677918424,0.013658536585365854
unrestricted_common,11,474,0.46987063011204305,2.9625483751297,0.4312021304199632,0.6691279887482419,0.010731707317073172
unrestricted_common,12,474,0.48195507073704197,2.8270504474639893,0.43631511915752824,0.6501406469760901,0.011707317073170732
unrestricted_common,13,474,0.46126282381106026,2.9677083492279053,0.41622689213766156,0.6663150492264417,0.00975609756097561
unrestricted_common,14,474,0.4681545901902114,3.3741337060928345,0.4263205678737952,0.6522503516174402,0.00878048780487805
unrestricted_common,15,474,0.47051136507096,3.073867917060852,0.43702281275043675,0.6659634317862165,0.010731707317073172
unrestricted_common,16,474,0.4855302559340218,3.060253143310547,0.4365687040756188,0.6564697609001405,0.012682926829268294
unrestricted_common,17,474,0.4662858674127174,2.9713916778564453,0.4204665519601014,0.6652601969057664,0.010731707317073172
unrestricted_common,18,474,0.45379805506197873,2.0266863107681274,0.40701492185666427,0.6599859353023909,0.010731707317073172
unrestricted_common,19,474,0.46770573849416486,3.1249301433563232,0.4244479452255909,0.6462728551336147,0.015609756097560976
difficulty_matched,0,474,0.27323231360077355,2.2595423460006714,0.24029244233954974,1.0,0.013658536585365854
difficulty_matched,1,474,0.2728074948998946,1.694875717163086,0.23370846051371716,1.0,0.013658536585365854
difficulty_matched,2,474,0.2698865139702369,1.520259976387024,0.23532047586099003,1.0,0.013658536585365854
difficulty_matched,3,474,0.26895143108864206,1.5628198385238647,0.23389252537413488,1.0,0.014634146341463415
difficulty_matched,4,474,0.26604031518877136,2.2333428859710693,0.23162019597327158,1.0,0.011707317073170732
difficulty_matched,5,474,0.269579367681227,2.2595423460006714,0.2355517412120615,1.0,0.013658536585365854
difficulty_matched,6,474,0.2608380199652348,1.83822762966156,0.22564405428374032,1.0,0.014634146341463415
difficulty_matched,7,474,0.2740578288770426,1.5628198385238647,0.2393781239557199,1.0,0.016585365853658537
difficulty_matched,8,474,0.26900498935777256,1.694875717163086,0.23144615736859425,1.0,0.011707317073170732
difficulty_matched,9,474,0.2732513660117041,1.6405199766159058,0.23810919285994203,1.0,0.013658536585365854
difficulty_matched,10,474,0.2783953289442424,2.2333428859710693,0.24170169219186033,1.0,0.010731707317073172
difficulty_matched,11,474,0.26524611837250267,1.5617635250091553,0.22947674412096938,1.0,0.011707317073170732
difficulty_matched,12,474,0.2638356964631758,1.4659172296524048,0.23121399710952983,1.0,0.013658536585365854
difficulty_matched,13,474,0.2770075982968348,2.2595423460006714,0.2409251686306107,1.0,0.011707317073170732
difficulty_matched,14,474,0.27092052693105445,1.5106104612350464,0.23783102656718547,1.0,0.010731707317073172
difficulty_matched,15,474,0.2674009171551625,1.5890192985534668,0.23209195862171855,1.0,0.012682926829268294
difficulty_matched,16,474,0.2644307246858728,1.3855817317962646,0.22753767807104752,1.0,0.013658536585365854
difficulty_matched,17,474,0.27278653487206844,1.7374225854873655,0.23576054666112745,1.0,0.011707317073170732
difficulty_matched,18,474,0.2633337084251114,1.5890192985534668,0.2291176918941208,1.0,0.011707317073170732
difficulty_matched,19,474,0.26677244276269413,1.864427089691162,0.23250150352758364,1.0,0.013658536585365854
