,backbone,model,method,budget,groups,taxa,accuracy,singleton_accuracy,joint_wrong_pair,same_wrong_pair,any_single_correct_set_wrong,all_single_wrong_set_correct,nll,brier,top5,micro_accuracy,group_equal_nll,group_equal_brier,group_equal_top5,group_equal_ece
0,dinov2,deepsets,native,1,1121.0,56.0,0.575781392717808,0.575781392717808,,,0.0,0.0,1.6884454576636347,0.5411724137194422,0.8214475493926018,0.5682822876400039,1.7077374969564063,0.5500061187980071,0.8204727921498662,0.0498501047682925
1,dinov2,deepsets,native,2,1121.0,56.0,0.6499724735795536,0.575781392717808,0.2931604889336394,0.1171202341999459,0.0737574335189024,0.0168903960320953,1.354766575541544,0.457847730323996,0.8732892180765521,0.6392209336901576,1.379742657805619,0.4693780947792862,0.8724947963128159,0.0489205566541634
2,dinov2,deepsets,native,3,510.0,56.0,0.6570895465315109,0.5641509796420511,0.309217361122123,0.1168458365928603,0.0980957699707699,0.0099520882556596,1.3055145056922106,0.4473459585717834,0.8783760105635104,0.646470588235294,1.3232301504563528,0.4633110512951657,0.8814705882352941,0.0483382731702884
3,dinov2,deepsets,native,4,230.0,56.0,0.6456490929705216,0.5396369520030233,0.3332825491307634,0.1349553571428571,0.1166524943310657,0.0038888888888888,1.2905933213233898,0.4617052883873542,0.8797902494331066,0.6310144927536232,1.3471129841277316,0.4845159285706488,0.8750724637681159,0.0695616370266762
4,dinov2,deepsets,native,5,108.0,47.0,0.6109929078014185,0.490047281323877,0.3645271867612292,0.1309338061465721,0.1754137115839243,0.0,1.3768290065797697,0.51310168022996,0.8775413711583924,0.6203703703703703,1.344495403959594,0.4991986202667471,0.8765432098765432,0.1136305308958262
5,dinov2,deepsets,probability_pool,1,1121.0,56.0,0.575781392717808,0.575781392717808,,,0.0,0.0,1.6884454576636347,0.5411724137194422,0.8214475493926018,0.5682822876400039,1.7077374969564063,0.5500061187980071,0.8204727921498662,0.0498501047682925
6,dinov2,deepsets,probability_pool,2,1121.0,56.0,0.6485268280590076,0.575781392717808,0.2931604889336394,0.1171202341999459,0.0611127235462718,0.0028000405389189,1.4333332804634056,0.4861783963153963,0.8681196278776824,0.6372683120229953,1.4536188696089232,0.4952945153643289,0.8670730498562791,0.098858317987593
7,dinov2,deepsets,probability_pool,3,510.0,56.0,0.6709509843661629,0.5641509796420511,0.309217361122123,0.1168458365928603,0.0751582032385603,0.0008759593581022,1.4056031726270188,0.4805621236202425,0.8792761347448845,0.6588235294117647,1.4257357843934322,0.4956017380917348,0.8819934640522876,0.1428467173817638
8,dinov2,deepsets,probability_pool,4,230.0,56.0,0.6574173280423281,0.5396369520030233,0.3332825491307634,0.1349553571428571,0.1012334656084656,0.0002380952380952,1.3818005217616578,0.4993603274594644,0.8955711451247166,0.6428985507246378,1.4392440818496224,0.517083178739635,0.8855072463768118,0.1381646782398042
9,dinov2,deepsets,probability_pool,5,108.0,47.0,0.6381796690307329,0.490047281323877,0.3645271867612292,0.1309338061465721,0.1482269503546099,0.0,1.476836984167596,0.5383961825573641,0.8998817966903072,0.6450617283950617,1.4807076654024125,0.5345606405075847,0.8858024691358025,0.1711293583688395
10,dinov2,mean_feature,native,1,1121.0,56.0,0.5273134003766716,0.5273134003766716,,,0.0,0.0,2.7578095037234363,0.8553561555719229,0.8114121280170582,0.5202795123401724,2.768127171328709,0.8580375072278531,0.8105907423927049,0.4179776162479214
11,dinov2,mean_feature,native,2,1121.0,56.0,0.5800489495874154,0.5273134003766716,0.3573994551269953,0.1901576318523072,0.0734585446015399,0.0109069493159505,2.7292906319891235,0.8564504372456466,0.8506144549217739,0.5707205867776786,2.7401611430854835,0.8589086058795656,0.8509763108335812,0.4728662189451424
12,dinov2,mean_feature,native,3,510.0,56.0,0.5978105748418248,0.5307208177074249,0.363416206809064,0.1787974002408526,0.0907067296129796,0.0066798941798941,2.7441134764082844,0.8567906065899278,0.8577454465177676,0.5839869281045752,2.7644729046640606,0.8620932955882313,0.8636928104575164,0.4896783005419413
13,dinov2,mean_feature,native,4,230.0,56.0,0.6160600907029479,0.532432208994709,0.3654735922146636,0.1747701719576719,0.0916184807256235,0.0055456349206349,2.76582734544538,0.8612976835466689,0.8666822562358277,0.5947826086956522,2.7954798044990423,0.8663138372790103,0.8655072463768118,0.5025072368752698
14,dinov2,mean_feature,native,5,108.0,47.0,0.5468085106382979,0.4842789598108747,0.4108274231678487,0.1733687943262411,0.1591016548463356,0.0,2.8125765755849166,0.8704169323130548,0.8656028368794327,0.5524691358024691,2.800288469978553,0.8693740751195443,0.8487654320987654,0.4601921507122892
15,dinov2,mean_feature,probability_pool,1,1121.0,56.0,0.5273134003766716,0.5273134003766716,,,0.0,0.0,2.7578095037234363,0.8553561555719229,0.8114121280170582,0.5202795123401724,2.768127171328709,0.8580375072278531,0.8105907423927049,0.4179776162479214
16,dinov2,mean_feature,probability_pool,2,1121.0,56.0,0.582839360336802,0.5273134003766716,0.3573994551269953,0.1901576318523072,0.064532078035448,0.0047708934992453,2.7060952861545977,0.8535653498445291,0.8516239556841302,0.5739815640796907,2.7187163925683167,0.8563105563879896,0.8515809297254435,0.4746160208788796
17,dinov2,mean_feature,probability_pool,3,510.0,56.0,0.607533845123131,0.5307208177074249,0.363416206809064,0.1787974002408526,0.078875560616632,0.0045719954648526,2.71252868036494,0.8530580903063343,0.8611660759875042,0.592483660130719,2.736183855687756,0.8586755217825859,0.8682679738562092,0.4961410914535618
18,dinov2,mean_feature,probability_pool,4,230.0,56.0,0.636298185941043,0.532432208994709,0.3654735922146636,0.1747701719576719,0.0706660997732426,0.0048313492063492,2.7242577767963074,0.8561119202213624,0.8645989229024944,0.6147826086956522,2.758210920964568,0.8616330880839925,0.8614492753623187,0.5196123376894958
19,dinov2,mean_feature,probability_pool,5,108.0,47.0,0.5550827423167849,0.4842789598108747,0.4108274231678487,0.1733687943262411,0.1508274231678487,0.0,2.76521950029188,0.8646362472145878,0.88451536643026,0.5648148148148148,2.759521142394562,0.863878581594431,0.8611111111111112,0.4693652129571103
20,dinov2,probability_mlp,native,1,1121.0,56.0,0.5813226915502755,0.5813226915502755,,,0.0,0.0,1.674346116584027,0.5424216601870792,0.8275066916943037,0.5719248686688472,1.7018593322365294,0.5541755328969421,0.8253791257805531,0.0523493672742965
21,dinov2,probability_mlp,native,2,1121.0,56.0,0.6499686570363741,0.5813226915502756,0.2903877109129822,0.1186193030146051,0.0620472692804769,0.0024036372298331,1.419572294198077,0.485083790810924,0.8673755006282389,0.6374566359401328,1.446452653794129,0.4968939199964858,0.8655862820894042,0.0811417772015653
22,dinov2,probability_mlp,native,3,510.0,56.0,0.6613989936981008,0.5707020853375019,0.3052947735685831,0.1277096966085061,0.0926174222602794,0.0036087490551776,1.3999043503001742,0.479578776475565,0.877153573939288,0.6443137254901962,1.4190882593918197,0.4961265856482789,0.878921568627451,0.0977775913179894
23,dinov2,probability_mlp,native,4,230.0,56.0,0.6547623771730914,0.551231457860922,0.3175354308390022,0.1358297115142353,0.1274357520786092,0.0024603174603174,1.3627954061227416,0.4949809440490901,0.8940433673469389,0.6394202898550724,1.4167356949069163,0.5130066700113839,0.8872463768115942,0.1123147352126197
24,dinov2,probability_mlp,native,5,108.0,47.0,0.6146572104018913,0.5030969267139479,0.3585815602836879,0.143368794326241,0.1858156028368794,0.0,1.4455542364439962,0.5400384843878894,0.9217494089834514,0.6358024691358025,1.4514670243523426,0.5330823023064041,0.9104938271604938,0.1670816892551051
25,dinov2,probability_mlp,probability_pool,1,1121.0,56.0,0.5813226915502755,0.5813226915502755,,,0.0,0.0,1.674346116584027,0.5424216601870792,0.8275066916943037,0.5719248686688472,1.7018593322365294,0.5541755328969421,0.8253791257805531,0.0523493672742965
26,dinov2,probability_mlp,probability_pool,2,1121.0,56.0,0.6499686570363741,0.5813226915502756,0.2903877109129822,0.1186193030146051,0.0620472692804769,0.0024036372298331,1.4195722886428142,0.4850837893606765,0.8673755006282389,0.6374566359401328,1.4464526490082783,0.4968939193249251,0.8655862820894042,0.0811417791342408
27,dinov2,probability_mlp,probability_pool,3,510.0,56.0,0.6613989936981008,0.5707020853375019,0.3052947735685831,0.1277096966085061,0.0926174222602794,0.0036087490551776,1.3999043443112005,0.4795787759766814,0.877153573939288,0.6443137254901962,1.4190882560236353,0.4961265858773188,0.878921568627451,0.0977775947915454
28,dinov2,probability_mlp,probability_pool,4,230.0,56.0,0.6547623771730914,0.551231457860922,0.3175354308390022,0.1358297115142353,0.1274357520786092,0.0024603174603174,1.3627954049393354,0.4949809451973668,0.8940433673469389,0.6394202898550724,1.416735692886179,0.5130066706899576,0.8872463768115942,0.1123147369400863
29,dinov2,probability_mlp,probability_pool,5,108.0,47.0,0.6146572104018913,0.5030969267139479,0.3585815602836879,0.143368794326241,0.1858156028368794,0.0,1.445554221946318,0.5400384817342575,0.9217494089834514,0.6358024691358025,1.4514670007551442,0.5330822981457977,0.9104938271604938,0.1670816866095968
30,dinov2,set_transformer,native,1,1121.0,56.0,0.5390656429154094,0.5390656429154094,,,0.0,0.0,1.9937150394456624,0.607635661531119,0.7849253280263992,0.5289176330657152,2.02488722147407,0.621532761342218,0.7833581127961146,0.1229736407829005
31,dinov2,set_transformer,native,2,1121.0,56.0,0.6206581573862563,0.5390656429154094,0.326546412030182,0.1240608422479227,0.0655648178752054,0.012769387291644,1.5730933496084898,0.5082476388572511,0.8488735002614584,0.6063336306868867,1.6124909218745256,0.5257324642773435,0.8461790068391317,0.0969798285427344
32,dinov2,set_transformer,native,3,510.0,56.0,0.6510017627874771,0.5327143830045616,0.3295991541527256,0.1135848240163716,0.0950152096580668,0.012979784765499,1.4424553243978135,0.4798168342299043,0.8694580477392977,0.6339542483660131,1.4761133407482074,0.5011888085384943,0.8695098039215687,0.089126166304683
33,dinov2,set_transformer,native,4,230.0,56.0,0.647316232048375,0.5108659297052154,0.3542538265306121,0.1196888384983622,0.10588671579743,0.0077791950113378,1.3952584508495758,0.4866580120639834,0.879281462585034,0.629855072463768,1.4595824000232749,0.5135611324293041,0.871304347826087,0.1077142936639163
34,dinov2,set_transformer,native,5,108.0,47.0,0.6245862884160757,0.4607801418439716,0.4054137115839243,0.1085342789598108,0.1284869976359338,0.0065011820330969,1.5388689754526912,0.5139406769454428,0.855791962174941,0.6327160493827161,1.5097937430950406,0.5120551052451371,0.8518518518518517,0.1421963423490524
35,dinov2,set_transformer,probability_pool,1,1121.0,56.0,0.5390656429154094,0.5390656429154094,,,0.0,0.0,1.9937150394456624,0.607635661531119,0.7849253280263992,0.5289176330657152,2.02488722147407,0.621532761342218,0.7833581127961146,0.1229736407829005
36,dinov2,set_transformer,probability_pool,2,1121.0,56.0,0.6091071798087832,0.5390656429154094,0.326546412030182,0.1240608422479227,0.0663295586419853,0.0019831504809506,1.6224061712345177,0.5298866632059681,0.8363127766719157,0.5956189909802755,1.6535078983592044,0.5438551034552467,0.832669243730796,0.0571028286199359
37,dinov2,set_transformer,probability_pool,3,510.0,56.0,0.6313928498749927,0.5327143830045616,0.3295991541527256,0.1135848240163716,0.1044421352457066,0.0027977974406545,1.5369226623414036,0.5113064440822921,0.8521930566126995,0.6110457516339869,1.566416172625803,0.5307232424723191,0.8499673202614378,0.0672827920302737
38,dinov2,set_transformer,probability_pool,4,230.0,56.0,0.6202347883597884,0.5108659297052154,0.3542538265306121,0.1196888384983622,0.125427059712774,0.0002380952380952,1.516276786147307,0.5254828455317627,0.8526974678760393,0.5907246376811595,1.5843455343614317,0.5518947618847816,0.8463768115942029,0.0743394394775032
39,dinov2,set_transformer,probability_pool,5,108.0,47.0,0.5847517730496454,0.4607801418439716,0.4054137115839243,0.1085342789598108,0.1618203309692671,0.0,1.679486369978087,0.5630071130712796,0.8224586288416077,0.5740740740740741,1.6658325588280922,0.5669594176903711,0.8179012345679012,0.110840373563437
40,resnet50,deepsets,native,1,1121.0,56.0,0.350483132897905,0.350483132897905,,,0.0,0.0,2.569518473061731,0.7915711954322339,0.6759461629926579,0.3464367132520567,2.574270251578261,0.7958984205195211,0.6766726137377342,0.0847015920827815
41,resnet50,deepsets,native,2,1121.0,56.0,0.4123322747183373,0.350483132897905,0.5115822084120336,0.1835158109774758,0.099581030474785,0.0234955136051559,2.251966302927997,0.7340424945832983,0.7419492485007447,0.4056298939438993,2.2646983552206823,0.7402368953584161,0.7405392011101201,0.0441084962265099
42,resnet50,deepsets,native,3,510.0,56.0,0.4209535421588993,0.3450296294864747,0.5261330573086526,0.1731563255968017,0.1380957848368562,0.0147334428137999,2.2371275343853743,0.7155984157943086,0.7293106727928157,0.4125490196078431,2.2333343926261784,0.7262400039263417,0.7350653594771241,0.0492273006438478
